timestamp,coolant_c
2026-06-13 11:20:00,82.2814
2026-06-13 11:40:00,93.4892
2026-06-13 12:00:00,93.994
,
2026-06-13 12:40:00,94.1626
2026-06-13 13:00:00,94.2517
2026-06-13 13:20:00,94.3217
2026-06-13 13:40:00,94.0
,
2026-06-14 06:20:00,60.3133
2026-06-14 06:40:00,90.3692
2026-06-14 07:00:00,93.9804
,
2026-06-14 09:00:00,79.9041
2026-06-14 09:20:00,94.1833
2026-06-14 09:40:00,94.3182
,
2026-06-14 10:20:00,76.9085
2026-06-14 10:40:00,92.7833
2026-06-14 11:00:00,94.3167
,
2026-06-14 11:40:00,94.0069
2026-06-14 12:00:00,94.1125
2026-06-14 12:20:00,94.0556
,
2026-06-15 06:40:00,80.1389
2026-06-15 07:00:00,93.7583
2026-06-15 07:20:00,93.8299
,
2026-06-15 08:40:00,73.9847
2026-06-15 09:00:00,92.6258
2026-06-15 09:20:00,93.6375
2026-06-15 09:40:00,93.8306
,
2026-06-15 11:00:00,83.2925
2026-06-15 11:20:00,94.0817
2026-06-15 11:40:00,94.214
,
2026-06-15 12:40:00,93.8106
2026-06-15 13:00:00,93.6821
,
2026-06-16 07:20:00,66.1875
2026-06-16 07:40:00,91.7317
2026-06-16 08:00:00,94.1083
2026-06-16 08:20:00,93.7675
2026-06-16 08:40:00,93.5817
2026-06-16 09:00:00,93.6234
,
2026-06-16 09:40:00,59.6923
2026-06-16 10:00:00,88.1617
2026-06-16 10:20:00,94.0767
2026-06-16 10:40:00,94.0212
,
2026-06-16 11:40:00,94.1881
2026-06-16 12:00:00,93.9233
2026-06-16 12:20:00,93.6608
2026-06-16 12:40:00,94.3802
,
2026-06-17 08:00:00,59.78
2026-06-17 08:20:00,90.2408
2026-06-17 08:40:00,94.0633
2026-06-17 09:00:00,94.125
,
2026-06-17 09:40:00,86.7305
2026-06-17 10:00:00,94.2583
2026-06-17 10:20:00,94.3988
,
2026-06-17 11:00:00,56.7667
2026-06-17 11:20:00,86.5733
2026-06-17 11:40:00,94.0381
,
2026-06-17 12:20:00,93.7582
2026-06-17 12:40:00,93.6231
,
2026-06-18 06:40:00,73.8306
2026-06-18 07:00:00,92.8725
2026-06-18 07:20:00,93.5892
2026-06-18 07:40:00,93.8033
2026-06-18 08:00:00,93.8508
2026-06-18 08:20:00,93.7627
,
2026-06-18 10:00:00,71.6424
2026-06-18 10:20:00,92.3858
2026-06-18 10:40:00,93.3808
2026-06-18 11:00:00,93.6863
,
2026-06-18 11:20:00,94.0087
2026-06-18 11:40:00,94.0117
2026-06-18 12:00:00,94.0533
2026-06-18 12:20:00,93.9977
,
2026-06-19 07:20:00,68.0407
2026-06-19 07:40:00,92.15
2026-06-19 08:00:00,93.9158
2026-06-19 08:20:00,94.0652
,
2026-06-19 10:00:00,48.85
2026-06-19 10:20:00,86.4158
2026-06-19 10:40:00,93.4408
2026-06-19 11:00:00,93.7942
2026-06-19 11:20:00,93.8092
,
2026-06-19 12:00:00,86.8972
2026-06-19 12:20:00,94.2094
,
2026-06-19 13:20:00,93.6159
2026-06-19 13:40:00,94.0675
2026-06-19 14:00:00,93.7346
,
2026-06-20 07:40:00,62.025
2026-06-20 08:00:00,90.8092
2026-06-20 08:20:00,93.93
2026-06-20 08:40:00,94.02
2026-06-20 09:00:00,93.9058
2026-06-20 09:20:00,94.0667
2026-06-20 09:40:00,94.08
,
2026-06-20 10:00:00,83.6533
2026-06-20 10:20:00,93.3442
2026-06-20 10:40:00,93.9155
,
2026-06-20 11:20:00,93.8933
2026-06-20 11:40:00,94.1475
2026-06-20 12:00:00,94.0367
2026-06-20 12:20:00,94.0883
2026-06-20 12:40:00,94.011
,
2026-06-21 06:00:00,75.3345
2026-06-21 06:20:00,93.665
2026-06-21 06:40:00,93.8308
2026-06-21 07:00:00,93.7192
2026-06-21 07:20:00,93.815
2026-06-21 07:40:00,93.7
,
2026-06-21 09:00:00,70.1333
2026-06-21 09:20:00,92.1608
2026-06-21 09:40:00,94.1
,
2026-06-21 10:00:00,93.3
2026-06-21 10:20:00,93.5525
2026-06-21 10:40:00,93.4633
2026-06-21 11:00:00,93.3726
,
2026-06-22 08:20:00,80.1407
2026-06-22 08:40:00,93.5983
2026-06-22 09:00:00,93.9292
2026-06-22 09:20:00,94.0
,
2026-06-22 09:20:00,93.9811
2026-06-22 09:40:00,94.18
2026-06-22 10:00:00,94.2633
2026-06-22 10:20:00,94.1408
2026-06-22 10:40:00,94.1108
2026-06-22 11:00:00,94.1983
2026-06-22 11:20:00,94.15
2026-06-22 11:40:00,94.3663
,
2026-06-23 08:00:00,82.4583
2026-06-23 08:20:00,94.0733
2026-06-23 08:40:00,94.3108
2026-06-23 09:00:00,94.31
2026-06-23 09:20:00,94.4667
,
2026-06-23 09:40:00,94.4792
2026-06-23 10:00:00,94.5983
2026-06-23 10:20:00,94.5367
2026-06-23 10:40:00,94.3833
2026-06-23 11:00:00,94.1642
2026-06-23 11:20:00,94.5033
2026-06-23 11:40:00,94.6175
2026-06-23 12:00:00,94.4267
2026-06-23 12:20:00,94.4634
,
2026-06-24 08:20:00,76.881
2026-06-24 08:40:00,93.6533
2026-06-24 09:00:00,93.8633
2026-06-24 09:20:00,93.8692
2026-06-24 09:40:00,94.2283
2026-06-24 10:00:00,94.3854
,
2026-06-24 12:00:00,65.1333
2026-06-24 12:20:00,91.4
2026-06-24 12:40:00,93.9475
2026-06-24 13:00:00,94.0906
,
2026-06-24 14:20:00,94.04
2026-06-24 14:40:00,94.245
2026-06-24 15:00:00,94.3877
,
2026-06-25 07:20:00,76.5205
2026-06-25 07:40:00,94.1008
2026-06-25 08:00:00,94.67
2026-06-25 08:20:00,94.7508
2026-06-25 08:40:00,94.335
2026-06-25 09:00:00,93.9
,
2026-06-25 11:00:00,78.7618
2026-06-25 11:20:00,94.41
2026-06-25 11:40:00,94.5382
,
2026-06-25 12:00:00,93.9333
2026-06-25 12:20:00,94.1117
2026-06-25 12:40:00,94.6008
2026-06-25 13:00:00,94.6492
2026-06-25 13:20:00,94.5977
,
2026-06-26 07:20:00,72.0561
2026-06-26 07:40:00,92.7708
2026-06-26 08:00:00,93.44
2026-06-26 08:20:00,93.6667
2026-06-26 08:40:00,93.555
2026-06-26 09:00:00,93.7741
,
2026-06-26 10:00:00,80.709
2026-06-26 10:20:00,93.5567
2026-06-26 10:40:00,93.6183
2026-06-26 11:00:00,93.649
,
2026-06-26 12:00:00,93.9755
2026-06-26 12:20:00,93.8275
2026-06-26 12:40:00,93.6967
2026-06-26 13:00:00,93.354
,
2026-06-27 06:40:00,38.5
2026-06-27 07:00:00,82.9758
2026-06-27 07:20:00,93.4367
2026-06-27 07:40:00,93.6658
2026-06-27 08:00:00,93.7817
2026-06-27 08:20:00,93.3515
,
2026-06-27 09:40:00,79.9211
2026-06-27 10:00:00,93.0992
2026-06-27 10:20:00,93.9831
,
2026-06-27 11:00:00,94.096
2026-06-27 11:20:00,93.4033
2026-06-27 11:40:00,93.3631
,
2026-06-28 06:20:00,45.5333
2026-06-28 06:40:00,85.6333
2026-06-28 07:00:00,93.675
2026-06-28 07:20:00,93.7375
2026-06-28 07:40:00,93.75
2026-06-28 08:00:00,93.6
,
2026-06-28 10:00:00,57.3759
2026-06-28 10:20:00,90.0967
2026-06-28 10:40:00,93.8951
,
2026-06-28 11:40:00,94.1344
2026-06-28 12:00:00,93.78
2026-06-28 12:20:00,93.7
,
2026-06-29 06:00:00,76.8048
2026-06-29 06:20:00,93.2942
2026-06-29 06:40:00,93.7692
2026-06-29 07:00:00,94.2192
2026-06-29 07:20:00,94.1142
2026-06-29 07:40:00,93.8857
,
2026-06-29 08:40:00,82.1863
2026-06-29 09:00:00,93.9183
2026-06-29 09:20:00,93.9292
,
2026-06-29 10:20:00,93.6913
2026-06-29 10:40:00,93.7914
,
2026-06-30 07:20:00,79.0431
2026-06-30 07:40:00,93.355
2026-06-30 08:00:00,93.8767
2026-06-30 08:20:00,93.9017
2026-06-30 08:40:00,94.0258
2026-06-30 09:00:00,93.8849
,
2026-06-30 10:00:00,82.9978
2026-06-30 10:20:00,93.6083
2026-06-30 10:40:00,93.9063
,
2026-06-30 12:20:00,94.1708
2026-06-30 12:40:00,94.4368
,
2026-07-01 06:20:00,63.0071
2026-07-01 06:40:00,91.2575
2026-07-01 07:00:00,93.7308
2026-07-01 07:20:00,93.6458
2026-07-01 07:40:00,93.4906
,
2026-07-01 08:20:00,63.9706
2026-07-01 08:40:00,89.0308
2026-07-01 09:00:00,93.6273
,
2026-07-01 10:00:00,93.9112
2026-07-01 10:20:00,93.7348
,
2026-07-02 06:00:00,78.5885
2026-07-02 06:20:00,93.5708
2026-07-02 06:40:00,94.075
2026-07-02 07:00:00,93.7608
2026-07-02 07:20:00,93.7
,
2026-07-02 08:20:00,78.036
2026-07-02 08:40:00,93.3783
2026-07-02 09:00:00,94.3103
,
2026-07-02 09:20:00,94.0222
