timestamp,intake_air_c
2026-05-09 10:40:00,38.3475
2026-05-09 11:00:00,37.5789
,
2026-05-09 11:20:00,37.6829
2026-05-09 11:40:00,37.6658
2026-05-09 12:00:00,37.2091
,
2026-05-09 12:40:00,37.9533
2026-05-09 13:00:00,37.17
2026-05-09 13:20:00,38.1355
,
2026-05-10 07:20:00,34.6778
2026-05-10 07:40:00,34.4017
2026-05-10 08:00:00,34.21
2026-05-10 08:20:00,35.8717
2026-05-10 08:40:00,34.3333
2026-05-10 09:00:00,36.6933
2026-05-10 09:20:00,34.6
,
2026-05-10 11:00:00,36.4315
2026-05-10 11:20:00,41.2425
2026-05-10 11:40:00,36.5767
2026-05-10 12:00:00,34.0329
,
2026-05-10 12:20:00,34.485
2026-05-10 12:40:00,34.7324
,
2026-05-10 13:00:00,34.4955
2026-05-10 13:20:00,33.9908
2026-05-10 13:40:00,34.2205
,
2026-05-11 06:20:00,33.925
2026-05-11 06:40:00,33.8508
2026-05-11 07:00:00,36.96
2026-05-11 07:20:00,37.165
2026-05-11 07:40:00,35.9092
2026-05-11 08:00:00,36.5383
2026-05-11 08:20:00,34.2325
,
2026-05-11 10:40:00,34.2323
2026-05-11 11:00:00,39.2417
2026-05-11 11:20:00,33.7817
2026-05-11 11:40:00,33.9859
,
2026-05-11 12:20:00,34.0468
2026-05-11 12:40:00,35.5725
2026-05-11 13:00:00,38.4233
2026-05-11 13:20:00,34.5077
,
2026-05-12 07:40:00,33.4714
2026-05-12 08:00:00,33.4417
2026-05-12 08:20:00,33.88
2026-05-12 08:40:00,33.75
,
2026-05-12 10:20:00,33.8451
2026-05-12 10:40:00,33.8817
2026-05-12 11:00:00,34.0008
2026-05-12 11:20:00,33.9239
,
2026-05-12 12:40:00,34.0438
2026-05-12 13:00:00,33.7543
,
2026-05-12 14:00:00,34.7288
2026-05-12 14:20:00,35.1173
,
2026-05-13 07:40:00,37.9833
2026-05-13 08:00:00,37.3283
2026-05-13 08:20:00,37.1
2026-05-13 08:40:00,38.9142
2026-05-13 09:00:00,38.8575
2026-05-13 09:20:00,37.0375
2026-05-13 09:40:00,39.5677
,
2026-05-13 12:00:00,36.5895
2026-05-13 12:20:00,37.1342
2026-05-13 12:40:00,37.0517
2026-05-13 13:00:00,37.0256
,
2026-05-13 13:00:00,36.8769
2026-05-13 13:20:00,36.7154
,
2026-05-13 13:40:00,43.8933
2026-05-13 14:00:00,36.9308
2026-05-13 14:20:00,38.7183
,
2026-05-14 08:00:00,31.2153
2026-05-14 08:20:00,33.0733
2026-05-14 08:40:00,36.7631
,
2026-05-14 09:20:00,31.6054
2026-05-14 09:40:00,33.985
2026-05-14 10:00:00,31.4683
2026-05-14 10:20:00,32.2404
,
2026-05-14 11:00:00,32.4686
2026-05-14 11:20:00,32.2617
,
2026-05-14 12:20:00,34.5122
2026-05-14 12:40:00,31.7529
,
2026-05-15 06:40:00,32.2488
2026-05-15 07:00:00,32.27
2026-05-15 07:20:00,32.2071
,
2026-05-15 08:00:00,34.55
2026-05-15 08:20:00,31.775
2026-05-15 08:40:00,32.2342
2026-05-15 09:00:00,31.8633
,
2026-05-15 10:00:00,32.4257
2026-05-15 10:20:00,32.15
2026-05-15 10:40:00,32.2008
2026-05-15 11:00:00,31.6951
,
2026-05-15 11:40:00,37.3392
2026-05-15 12:00:00,34.0867
2026-05-15 12:20:00,32.2
,
2026-05-16 08:00:00,34.3
2026-05-16 08:20:00,34.6275
2026-05-16 08:40:00,34.3433
2026-05-16 09:00:00,34.6875
2026-05-16 09:20:00,34.3762
,
2026-05-16 11:20:00,36.963
2026-05-16 11:40:00,36.7408
2026-05-16 12:00:00,35.4419
,
2026-05-16 12:40:00,34.6253
2026-05-16 13:00:00,36.0375
2026-05-16 13:20:00,34.4808
,
2026-05-17 07:20:00,34.9792
2026-05-17 07:40:00,38.6017
2026-05-17 08:00:00,34.9517
2026-05-17 08:20:00,35.51
2026-05-17 08:40:00,36.3233
,
2026-05-17 09:40:00,35.7042
2026-05-17 10:00:00,38.495
2026-05-17 10:20:00,36.9336
,
2026-05-17 11:20:00,41.75
2026-05-17 11:40:00,35.0117
2026-05-17 12:00:00,35.2813
,
2026-05-18 08:20:00,33.1133
2026-05-18 08:40:00,33.1658
2026-05-18 09:00:00,32.6892
2026-05-18 09:20:00,33.5593
,
2026-05-18 10:00:00,32.709
2026-05-18 10:20:00,32.5975
2026-05-18 10:40:00,34.2783
2026-05-18 11:00:00,32.4742
2026-05-18 11:20:00,32.4317
2026-05-18 11:40:00,34.4992
2026-05-18 12:00:00,32.7053
,
2026-05-19 07:00:00,37.3729
2026-05-19 07:20:00,37.425
2026-05-19 07:40:00,36.9383
2026-05-19 08:00:00,37.4025
2026-05-19 08:20:00,36.45
,
2026-05-19 09:00:00,38.6941
2026-05-19 09:20:00,37.3933
2026-05-19 09:40:00,38.7283
2026-05-19 10:00:00,36.9475
2026-05-19 10:20:00,38.8267
2026-05-19 10:40:00,37.0583
2026-05-19 11:00:00,37.3068
,
2026-05-20 07:20:00,37.0204
2026-05-20 07:40:00,42.19
2026-05-20 08:00:00,36.9733
2026-05-20 08:20:00,37.1392
2026-05-20 08:40:00,38.6533
2026-05-20 09:00:00,37.4475
2026-05-20 09:20:00,37.7197
,
2026-05-20 11:40:00,36.9818
2026-05-20 12:00:00,38.595
2026-05-20 12:20:00,41.715
2026-05-20 12:40:00,37.6698
,
2026-05-20 13:40:00,40.8585
2026-05-20 14:00:00,38.15
2026-05-20 14:20:00,37.1675
2026-05-20 14:40:00,39.3991
,
2026-05-21 06:00:00,32.3718
2026-05-21 06:20:00,33.9308
2026-05-21 06:40:00,32.1175
2026-05-21 07:00:00,32.9802
,
2026-05-21 08:20:00,32.6645
2026-05-21 08:40:00,32.0933
2026-05-21 09:00:00,33.5975
2026-05-21 09:20:00,39.87
,
2026-05-21 10:40:00,33.75
2026-05-21 11:00:00,33.085
2026-05-21 11:20:00,32.4358
2026-05-21 11:40:00,31.8302
,
2026-05-21 12:20:00,32.3056
2026-05-21 12:40:00,32.8633
2026-05-21 13:00:00,32.6022
,
2026-05-22 07:40:00,31.3091
2026-05-22 08:00:00,33.1608
2026-05-22 08:20:00,31.8983
2026-05-22 08:40:00,31.4442
2026-05-22 09:00:00,33.38
2026-05-22 09:20:00,31.1242
2026-05-22 09:40:00,31.5254
,
2026-05-22 11:20:00,31.8461
2026-05-22 11:40:00,31.7933
2026-05-22 12:00:00,31.365
,
2026-05-22 12:40:00,31.4156
2026-05-22 13:00:00,31.4233
2026-05-22 13:20:00,31.5608
2026-05-22 13:40:00,31.3958
,
2026-05-23 07:00:00,36.2167
2026-05-23 07:20:00,36.3933
2026-05-23 07:40:00,38.99
2026-05-23 08:00:00,38.7175
2026-05-23 08:20:00,36.2983
2026-05-23 08:40:00,36.2429
,
2026-05-23 10:00:00,38.1955
2026-05-23 10:20:00,39.64
2026-05-23 10:40:00,35.925
,
2026-05-23 11:00:00,36.5483
2026-05-23 11:20:00,39.5133
2026-05-23 11:40:00,37.1208
2026-05-23 12:00:00,36.6
,
2026-05-24 06:00:00,32.5
2026-05-24 06:20:00,32.1567
2026-05-24 06:40:00,31.8942
2026-05-24 07:00:00,32.2833
2026-05-24 07:20:00,32.2854
,
2026-05-24 09:40:00,32.2975
2026-05-24 10:00:00,31.8308
2026-05-24 10:20:00,32.4336
,
2026-05-24 11:40:00,32.0
2026-05-24 12:00:00,32.4278
,
2026-05-24 12:20:00,31.4176
,
2026-05-24 13:20:00,32.6273
2026-05-24 13:40:00,32.2388
,
2026-05-25 06:20:00,34.5056
2026-05-25 06:40:00,34.6042
2026-05-25 07:00:00,34.8225
2026-05-25 07:20:00,35.3708
2026-05-25 07:40:00,37.1731
,
2026-05-25 10:00:00,34.4973
2026-05-25 10:20:00,34.5425
2026-05-25 10:40:00,34.07
,
2026-05-26 08:20:00,31.0679
2026-05-26 08:40:00,38.2083
2026-05-26 09:00:00,31.2358
2026-05-26 09:20:00,30.04
,
2026-05-26 09:40:00,30.7462
2026-05-26 10:00:00,30.9525
2026-05-26 10:20:00,35.8542
2026-05-26 10:40:00,31.1375
2026-05-26 11:00:00,31.3075
2026-05-26 11:20:00,31.1358
2026-05-26 11:40:00,32.1258
2026-05-26 12:00:00,31.3822
,
2026-05-27 06:40:00,37.4071
2026-05-27 07:00:00,37.1575
2026-05-27 07:20:00,37.155
2026-05-27 07:40:00,37.1133
2026-05-27 08:00:00,37.4033
2026-05-27 08:20:00,37.3208
,
2026-05-27 10:00:00,37.181
2026-05-27 10:20:00,37.655
2026-05-27 10:40:00,37.0467
2026-05-27 11:00:00,37.0309
,
2026-05-27 11:20:00,37.1124
2026-05-27 11:40:00,37.2525
2026-05-27 12:00:00,37.1175
2026-05-27 12:20:00,39.6
,
2026-05-28 06:20:00,37.0433
2026-05-28 06:40:00,37.495
2026-05-28 07:00:00,37.4833
,
2026-05-28 09:20:00,41.4076
2026-05-28 09:40:00,36.9492
2026-05-28 10:00:00,37.4831
,
2026-05-28 11:00:00,37.0263
2026-05-28 11:20:00,38.5233
2026-05-28 11:40:00,37.701
,
2026-05-28 13:00:00,37.6
,
2026-05-29 06:00:00,32.0889
2026-05-29 06:20:00,32.5325
2026-05-29 06:40:00,34.9667
2026-05-29 07:00:00,40.5833
,
2026-05-29 07:20:00,31.8381
2026-05-29 07:40:00,36.1625
2026-05-29 08:00:00,34.2218
,
2026-05-29 10:00:00,35.6018
2026-05-29 10:20:00,35.5042
2026-05-29 10:40:00,30.9036
,
2026-05-29 11:20:00,33.473
2026-05-29 11:40:00,35.5817
2026-05-29 12:00:00,31.6105
,
2026-05-30 06:40:00,35.54
2026-05-30 07:00:00,36.0358
2026-05-30 07:20:00,35.9308
2026-05-30 07:40:00,35.61
2026-05-30 08:00:00,35.9508
2026-05-30 08:20:00,37.2098
,
2026-05-30 10:00:00,35.8156
2026-05-30 10:20:00,36.1283
2026-05-30 10:40:00,35.6417
,
2026-05-30 11:20:00,35.9795
2026-05-30 11:40:00,35.7508
2026-05-30 12:00:00,37.5275
2026-05-30 12:20:00,36.4033
2026-05-30 12:40:00,36.3717
,
2026-05-31 08:00:00,33.5883
2026-05-31 08:20:00,35.1433
2026-05-31 08:40:00,35.3717
2026-05-31 09:00:00,33.5933
2026-05-31 09:20:00,33.4275
2026-05-31 09:40:00,33.3417
2026-05-31 10:00:00,36.8633
,
2026-05-31 11:00:00,33.4933
2026-05-31 11:20:00,33.4925
2026-05-31 11:40:00,33.0383
2026-05-31 12:00:00,33.35
,
2026-05-31 12:40:00,33.4855
2026-05-31 13:00:00,35.2667
2026-05-31 13:20:00,33.4942
2026-05-31 13:40:00,35.3086
,
2026-06-01 07:20:00,38.0833
2026-06-01 07:40:00,39.4517
2026-06-01 08:00:00,40.3442
2026-06-01 08:20:00,38.6308
2026-06-01 08:40:00,38.0333
2026-06-01 09:00:00,37.9023
,
2026-06-01 10:40:00,39.9505
2026-06-01 11:00:00,42.0042
2026-06-01 11:20:00,36.7875
,
2026-06-01 11:20:00,42.6183
,
2026-06-01 12:00:00,38.5622
2026-06-01 12:20:00,42.2333
2026-06-01 12:40:00,37.75
2026-06-01 13:00:00,38.5158
2026-06-01 13:20:00,37.9879
,
2026-06-02 06:00:00,37.2136
2026-06-02 06:20:00,37.145
2026-06-02 06:40:00,38.6158
2026-06-02 07:00:00,36.8858
2026-06-02 07:20:00,37.2042
2026-06-02 07:40:00,38.0505
,
2026-06-02 09:00:00,37.3603
2026-06-02 09:20:00,37.135
2026-06-02 09:40:00,37.1575
2026-06-02 10:00:00,38.3937
,
2026-06-02 10:40:00,38.8514
2026-06-02 11:00:00,37.1833
2026-06-02 11:20:00,38.48
2026-06-02 11:40:00,37.1109
,
2026-06-03 06:00:00,37.5368
2026-06-03 06:20:00,35.5883
2026-06-03 06:40:00,35.4575
2026-06-03 07:00:00,37.0588
,
2026-06-03 08:00:00,36.2
2026-06-03 08:20:00,35.5883
2026-06-03 08:40:00,35.4542
2026-06-03 09:00:00,35.6829
,
2026-06-03 10:20:00,35.9311
2026-06-03 10:40:00,35.58
2026-06-03 11:00:00,36.33
2026-06-03 11:20:00,40.8513
,
2026-06-03 12:20:00,35.6529
2026-06-03 12:40:00,36.256
,
2026-06-04 07:40:00,32.5729
2026-06-04 08:00:00,35.9875
2026-06-04 08:20:00,34.0633
2026-06-04 08:40:00,32.89
2026-06-04 09:00:00,33.2767
2026-06-04 09:20:00,38.3467
,
2026-06-04 10:00:00,39.5204
2026-06-04 10:20:00,32.9067
2026-06-04 10:40:00,33.6392
2026-06-04 11:00:00,33.4067
2026-06-04 11:20:00,32.6167
,
2026-06-05 06:20:00,33.4614
2026-06-05 06:40:00,33.44
2026-06-05 07:00:00,33.4125
2026-06-05 07:20:00,34.1267
2026-06-05 07:40:00,33.8345
,
2026-06-05 10:00:00,33.4
2026-06-05 10:20:00,33.5508
2026-06-05 10:40:00,33.5542
2026-06-05 11:00:00,32.8043
,
2026-06-05 11:00:00,42.66
2026-06-05 11:20:00,33.4108
,
2026-06-05 12:20:00,33.6143
,
2026-06-06 08:00:00,33.2278
2026-06-06 08:20:00,33.0642
2026-06-06 08:40:00,34.6292
2026-06-06 09:00:00,33.0992
2026-06-06 09:20:00,33.7958
2026-06-06 09:40:00,32.9831
,
2026-06-06 11:20:00,33.0328
2026-06-06 11:40:00,34.45
2026-06-06 12:00:00,34.4316
,
2026-06-06 13:00:00,33.049
2026-06-06 13:20:00,33.1617
2026-06-06 13:40:00,34.4958
2026-06-06 14:00:00,33.3775
2026-06-06 14:20:00,36.5647
,
2026-06-07 07:20:00,38.0667
2026-06-07 07:40:00,41.3358
2026-06-07 08:00:00,37.7575
2026-06-07 08:20:00,42.9258
,
2026-06-07 10:20:00,38.0852
2026-06-07 10:40:00,40.4336
,
2026-06-07 11:00:00,45.0559
2026-06-07 11:20:00,38.1392
2026-06-07 11:40:00,43.3258
2026-06-07 12:00:00,38.0708
2026-06-07 12:20:00,37.9227
,
2026-06-08 07:00:00,33.9611
2026-06-08 07:20:00,34.4367
2026-06-08 07:40:00,34.205
2026-06-08 08:00:00,34.09
2026-06-08 08:20:00,35.0017
2026-06-08 08:40:00,34.1217
2026-06-08 09:00:00,34.4923
,
2026-06-08 10:40:00,34.65
2026-06-08 11:00:00,35.28
2026-06-08 11:20:00,34.3675
2026-06-08 11:40:00,33.6514
,
2026-06-08 12:40:00,34.2791
2026-06-08 13:00:00,34.3295
,
2026-06-09 06:00:00,34.9611
2026-06-09 06:20:00,35.2975
2026-06-09 06:40:00,35.0075
2026-06-09 07:00:00,35.2042
2026-06-09 07:20:00,36.3083
2026-06-09 07:40:00,35.2097
,
2026-06-09 09:40:00,34.8286
2026-06-09 10:00:00,35.3258
2026-06-09 10:20:00,35.3247
,
2026-06-09 10:40:00,44.47
2026-06-09 11:00:00,35.5358
2026-06-09 11:20:00,35.1942
2026-06-09 11:40:00,36.6955
,
2026-06-10 07:00:00,37.9738
2026-06-10 07:20:00,40.3708
2026-06-10 07:40:00,41.5575
2026-06-10 08:00:00,38.63
2026-06-10 08:20:00,40.9258
2026-06-10 08:40:00,37.7926
,
2026-06-10 09:20:00,43.9528
2026-06-10 09:40:00,39.5117
2026-06-10 10:00:00,41.7842
2026-06-10 10:20:00,37.7417
2026-06-10 10:40:00,38.1505
,
2026-06-11 08:00:00,35.8833
2026-06-11 08:20:00,36.975
2026-06-11 08:40:00,38.1925
2026-06-11 09:00:00,35.5367
2026-06-11 09:20:00,35.6242
2026-06-11 09:40:00,41.195
,
2026-06-11 10:40:00,35.825
2026-06-11 11:00:00,37.0342
2026-06-11 11:20:00,36.1667
,
2026-06-11 12:40:00,36.8178
2026-06-11 13:00:00,39.6567
2026-06-11 13:20:00,37.8883
2026-06-11 13:40:00,38.75
,
2026-06-12 06:40:00,31.2833
2026-06-12 07:00:00,31.18
2026-06-12 07:20:00,31.3125
2026-06-12 07:40:00,30.8825
2026-06-12 08:00:00,32.0158
2026-06-12 08:20:00,32.0174
,
2026-06-12 09:00:00,31.23
2026-06-12 09:20:00,33.415
2026-06-12 09:40:00,32.8583
2026-06-12 10:00:00,30.9925
2026-06-12 10:20:00,31.2875
2026-06-12 10:40:00,31.535
2026-06-12 11:00:00,31.4657
,
2026-06-13 07:40:00,34.5833
2026-06-13 08:00:00,34.555
2026-06-13 08:20:00,40.3175
2026-06-13 08:40:00,34.6538
,
2026-06-13 10:00:00,34.7327
2026-06-13 10:20:00,37.9308
2026-06-13 10:40:00,34.3092
2026-06-13 11:00:00,34.6
,
2026-06-13 11:20:00,34.6356
2026-06-13 11:40:00,38.2308
2026-06-13 12:00:00,34.4679
,
2026-06-13 12:40:00,34.8701
2026-06-13 13:00:00,38.1625
2026-06-13 13:20:00,35.3817
2026-06-13 13:40:00,34.7222
,
2026-06-14 06:20:00,36.8567
2026-06-14 06:40:00,36.42
2026-06-14 07:00:00,36.3768
,
2026-06-14 09:00:00,36.5163
2026-06-14 09:20:00,41.0633
2026-06-14 09:40:00,36.8218
,
2026-06-14 10:20:00,36.5553
2026-06-14 10:40:00,36.4692
2026-06-14 11:00:00,36.6667
,
2026-06-14 11:40:00,36.4948
2026-06-14 12:00:00,36.3575
2026-06-14 12:20:00,36.4508
,
2026-06-15 06:40:00,34.8944
2026-06-15 07:00:00,35.2325
2026-06-15 07:20:00,34.6701
,
2026-06-15 08:40:00,34.3508
2026-06-15 09:00:00,34.0092
2026-06-15 09:20:00,34.2867
2026-06-15 09:40:00,34.7417
,
2026-06-15 11:00:00,35.0183
2026-06-15 11:20:00,34.045
2026-06-15 11:40:00,33.9839
,
2026-06-15 12:40:00,34.726
2026-06-15 13:00:00,34.1836
,
2026-06-16 07:20:00,34.4188
2026-06-16 07:40:00,35.425
2026-06-16 08:00:00,35.57
2026-06-16 08:20:00,32.7367
2026-06-16 08:40:00,32.7017
2026-06-16 09:00:00,32.7702
,
2026-06-16 09:40:00,33.0538
2026-06-16 10:00:00,36.3625
2026-06-16 10:20:00,34.18
2026-06-16 10:40:00,32.6115
,
2026-06-16 11:40:00,37.1734
2026-06-16 12:00:00,32.7575
2026-06-16 12:20:00,36.2158
2026-06-16 12:40:00,34.8022
,
2026-06-17 08:00:00,35.93
2026-06-17 08:20:00,37.7792
2026-06-17 08:40:00,36.0908
2026-06-17 09:00:00,35.995
,
2026-06-17 09:40:00,36.0263
2026-06-17 10:00:00,37.5858
2026-06-17 10:20:00,35.9123
,
2026-06-17 11:00:00,37.7
2026-06-17 11:20:00,36.305
2026-06-17 11:40:00,35.1476
,
2026-06-17 12:20:00,35.9709
2026-06-17 12:40:00,36.8692
,
2026-06-18 06:40:00,33.6444
2026-06-18 07:00:00,33.7283
2026-06-18 07:20:00,33.6067
2026-06-18 07:40:00,33.79
2026-06-18 08:00:00,35.4575
2026-06-18 08:20:00,33.8597
,
2026-06-18 10:00:00,34.7407
2026-06-18 10:20:00,34.1925
2026-06-18 10:40:00,33.4383
2026-06-18 11:00:00,33.4627
,
2026-06-18 11:20:00,33.1696
2026-06-18 11:40:00,34.9217
2026-06-18 12:00:00,34.4283
2026-06-18 12:20:00,33.6372
,
2026-06-19 07:20:00,31.6296
2026-06-19 07:40:00,36.9425
2026-06-19 08:00:00,32.8467
2026-06-19 08:20:00,32.9321
,
2026-06-19 10:00:00,31.9214
2026-06-19 10:20:00,31.62
2026-06-19 10:40:00,36.0
2026-06-19 11:00:00,31.4817
2026-06-19 11:20:00,33.1398
,
2026-06-19 12:00:00,32.0236
2026-06-19 12:20:00,35.5427
,
2026-06-19 13:20:00,35.9947
2026-06-19 13:40:00,35.8217
2026-06-19 14:00:00,31.7296
,
2026-06-20 07:40:00,34.1611
2026-06-20 08:00:00,34.0883
2026-06-20 08:20:00,34.1217
2026-06-20 08:40:00,36.5658
2026-06-20 09:00:00,35.91
2026-06-20 09:20:00,34.1883
2026-06-20 09:40:00,34.15
,
2026-06-20 10:00:00,34.1533
2026-06-20 10:20:00,34.0042
2026-06-20 10:40:00,34.8268
,
2026-06-20 11:20:00,34.2767
2026-06-20 11:40:00,35.3842
2026-06-20 12:00:00,35.2217
2026-06-20 12:20:00,33.7092
2026-06-20 12:40:00,37.576
,
2026-06-21 06:00:00,33.7536
2026-06-21 06:20:00,34.555
2026-06-21 06:40:00,32.3217
2026-06-21 07:00:00,31.8675
2026-06-21 07:20:00,33.6383
2026-06-21 07:40:00,31.5333
,
2026-06-21 09:00:00,32.9926
2026-06-21 09:20:00,31.9125
2026-06-21 09:40:00,29.7333
,
2026-06-21 10:00:00,32.725
2026-06-21 10:20:00,34.1992
2026-06-21 10:40:00,31.8767
2026-06-21 11:00:00,31.4863
,
2026-06-22 08:20:00,34.6722
2026-06-22 08:40:00,38.0775
2026-06-22 09:00:00,34.705
2026-06-22 09:20:00,33.9318
,
2026-06-22 09:20:00,43.0622
2026-06-22 09:40:00,35.6975
2026-06-22 10:00:00,41.2508
2026-06-22 10:20:00,35.1633
2026-06-22 10:40:00,34.715
2026-06-22 11:00:00,36.6925
2026-06-22 11:20:00,34.8392
2026-06-22 11:40:00,36.4554
,
2026-06-23 08:00:00,37.8825
2026-06-23 08:20:00,37.7408
2026-06-23 08:40:00,38.0325
2026-06-23 09:00:00,38.1367
2026-06-23 09:20:00,37.7924
,
2026-06-23 09:40:00,38.2167
2026-06-23 10:00:00,37.8233
2026-06-23 10:20:00,37.8517
2026-06-23 10:40:00,38.6242
2026-06-23 11:00:00,38.0042
2026-06-23 11:20:00,41.1025
2026-06-23 11:40:00,38.095
2026-06-23 12:00:00,38.6642
2026-06-23 12:20:00,37.9554
,
2026-06-24 08:20:00,38.0167
2026-06-24 08:40:00,36.4692
2026-06-24 09:00:00,34.5192
2026-06-24 09:20:00,35.6417
2026-06-24 09:40:00,36.9667
2026-06-24 10:00:00,35.1958
,
2026-06-24 12:00:00,35.35
2026-06-24 12:20:00,34.9692
2026-06-24 12:40:00,35.1275
2026-06-24 13:00:00,34.8109
,
2026-06-24 14:20:00,44.1067
2026-06-24 14:40:00,36.525
2026-06-24 15:00:00,37.2137
,
2026-06-25 07:20:00,38.441
2026-06-25 07:40:00,44.0292
2026-06-25 08:00:00,39.1667
2026-06-25 08:20:00,39.6117
2026-06-25 08:40:00,36.9633
2026-06-25 09:00:00,39.3
,
2026-06-25 11:00:00,40.5506
2026-06-25 11:20:00,39.1608
2026-06-25 11:40:00,36.3706
,
2026-06-25 12:00:00,37.3667
2026-06-25 12:20:00,40.2242
2026-06-25 12:40:00,39.0375
2026-06-25 13:00:00,37.47
2026-06-25 13:20:00,42.0545
,
2026-06-26 07:20:00,33.6212
2026-06-26 07:40:00,33.8642
2026-06-26 08:00:00,32.9383
2026-06-26 08:20:00,33.7292
2026-06-26 08:40:00,33.3467
2026-06-26 09:00:00,33.9009
,
2026-06-26 10:00:00,35.6513
2026-06-26 10:20:00,33.1283
2026-06-26 10:40:00,33.225
2026-06-26 11:00:00,33.8281
,
2026-06-26 12:00:00,33.2038
2026-06-26 12:20:00,33.3225
2026-06-26 12:40:00,33.2325
2026-06-26 13:00:00,33.5397
,
2026-06-27 06:40:00,32.4167
2026-06-27 07:00:00,31.4858
2026-06-27 07:20:00,31.1425
2026-06-27 07:40:00,31.8175
2026-06-27 08:00:00,30.98
2026-06-27 08:20:00,32.0928
,
2026-06-27 09:40:00,31.7295
2026-06-27 10:00:00,33.5642
2026-06-27 10:20:00,31.5076
,
2026-06-27 11:00:00,31.172
2026-06-27 11:20:00,31.5308
2026-06-27 11:40:00,32.0536
,
2026-06-28 06:20:00,32.625
2026-06-28 06:40:00,33.585
2026-06-28 07:00:00,38.2417
2026-06-28 07:20:00,33.8767
2026-06-28 07:40:00,32.8583
2026-06-28 08:00:00,33.1462
,
2026-06-28 10:00:00,32.2483
2026-06-28 10:20:00,37.8642
2026-06-28 10:40:00,32.3361
,
2026-06-28 11:40:00,35.8492
2026-06-28 12:00:00,32.765
2026-06-28 12:20:00,32.2739
,
2026-06-29 06:00:00,34.3429
2026-06-29 06:20:00,34.6258
2026-06-29 06:40:00,34.6717
2026-06-29 07:00:00,36.3883
2026-06-29 07:20:00,34.8342
2026-06-29 07:40:00,35.4286
,
2026-06-29 08:40:00,39.0084
2026-06-29 09:00:00,34.4683
2026-06-29 09:20:00,34.1542
,
2026-06-29 10:20:00,34.7077
2026-06-29 10:40:00,35.03
,
2026-06-30 07:20:00,33.6216
2026-06-30 07:40:00,33.7342
2026-06-30 08:00:00,34.5625
2026-06-30 08:20:00,33.9575
2026-06-30 08:40:00,37.2367
2026-06-30 09:00:00,33.9168
,
2026-06-30 10:00:00,34.4967
2026-06-30 10:20:00,33.7725
2026-06-30 10:40:00,34.0333
,
2026-06-30 12:20:00,38.0566
2026-06-30 12:40:00,34.7211
,
2026-07-01 06:20:00,31.5643
2026-07-01 06:40:00,34.59
2026-07-01 07:00:00,31.5908
2026-07-01 07:20:00,31.1667
2026-07-01 07:40:00,31.5988
,
2026-07-01 08:20:00,31.4471
2026-07-01 08:40:00,33.2917
2026-07-01 09:00:00,31.9864
,
2026-07-01 10:00:00,34.2921
2026-07-01 10:20:00,31.4457
,
2026-07-02 06:00:00,35.8792
2026-07-02 06:20:00,36.6117
2026-07-02 06:40:00,35.075
2026-07-02 07:00:00,34.3008
2026-07-02 07:20:00,34.8
,
2026-07-02 08:20:00,34.1453
2026-07-02 08:40:00,34.5533
2026-07-02 09:00:00,35.2205
,
